进场日期,车号,进场状态 ,提单号,箱号,船名,航次,箱型,尺寸,空重,铅封/计划/车号,进场原因,结费,车队,车队电话,进场操作员,备注,落箱条,来源,司机,船公司,进场箱况,堆场号,场位,进场验箱人,危险品级别,UN号,货名,协议价格,进出场状态,超高,超宽,箱主,寄单,插电时间,拔电时间,是否运抵,码头代码
2021-03-23 08:16:20,冀J8L018,进场,177KVBPPXMNN1229,CAIU7176360,MSCALIYA,FY112A,40,HC,重,FX16370945,代集港,月结,箱信,,孙立军,,,,,,,,414,,,,,,进场,,,,否,,,否,TPCT
2021-03-23 08:11:37,冀J7H800,进场,141100346140,BSIU9255458,COSCOSHIPPINGTAURUS,016W,40,HC,重,EMCMNK5270,代集港,现结,13312171662,,孙立军,,,,,,,,408,,,,,,进场,,,,否,,,否,TPCT
2021-03-23 07:51:36,津C02815,进场,141100406002,HMCU3054206,EVERUBERTY,168S,20,GP,重,EMCMNK0450,代集港,现结,业鑫盛,13920945351,孙立军,,,,,,,,202东,,,,,,进场,,,,否,,,否,TPCT
2021-03-23 07:29:56,津C91070,进场,COSU6295328820,OOLU8262600,COSCOSHIPPINGTAURUS,016W,40,HC,重,R081949,代集港,现结,15822782528,,孙立军,,,,,,,,408,,,,,,进场,,,,否,,,否,TPCT
2021-03-23 07:26:33,津C11501,进场,177GBBJJXMNN1239,MSCU3947910,MAERSKHUACHO,112W,20,GP,重,FX16401488,代集港,月结,箱信,,孙立军,,,,,,,,5,,,,,,进场,,,,否,,,否,TPCT
2021-03-23 07:15:16,津AW6530,进场,141100406797,TCNU3952746,COSCOSHIPPINGGEMINI,015W,40,HC,重,EMCMNK5050,代集港,月结,箱信,,孙立军,,,,,,,,449,,,,,,进场,,,,否,,,否,TPCT
2021-03-23 06:57:24,津C80098,进场,141100406797,EITU9129287,COSCOSHIPPINGGEMINI,015W,40,HC,重,EMCMNK5170,代集港,月结,箱信,,孙立军,,,,,,,,449,,,,,,进场,,,,否,,,否,TPCT
2021-03-23 06:54:44,津C97930,进场,177BFFFFXMEN1250,MSDU7682896,MSCALIYA,FY112A,40,HC,重,FX16397830,代集港,月结,箱信,,孙立军,,,,,,,,414,,,,,,进场,,,,否,,,否,TPCT
2021-03-23 06:39:47,津AW0695,进场,141100346140,EITU1362184,COSCOSHIPPINGTAURUS,016W,40,HC,重,EMCMNK5000,代集港,现结,13389915299,,孙立军,,,,,,,,408,,,,,,进场,,,,否,,,否,TPCT
2021-03-23 06:27:38,津AW9293,进场,OOLU2661602150,BEAU6034392,COSCOSHIPPINGGEMINI,015W,40,HC,重,OOLGOU8279,代集港,现结,艾博瑞,17502222870,孙立军,,,,,,,,449,,,,,,进场,,,,否,,,否,TPCT
2021-03-23 06:24:31,津C97838,进场,TSKN044728,TRHU6286246,COSCOSHIPPINGTAURUS,016W,40,HC,重,O0923484,代集港,现结,15022187698,,孙立军,,,,,,,,408,,,,,,进场,,,,否,,,否,TPCT
2021-03-23 06:04:29,津CD3706,进场,141100406797,EITU1389312,COSCOSHIPPINGGEMINI,015W,40,HC,重,EMCMNK5070,代集港,月结,箱信,,孙立军,,,,,,,,449,,,,,,进场,,,,否,,,否,TPCT
2021-03-23 06:01:57,津C56793,进场,177NPPPPXMNN1239,MEDU3672526,MSCALIYA,FY112A,20,GP,重,FX16355235,代集港,现结,13920981258,,孙立军,,,,,,,,B8,,,,,,进场,,,,否,,,否,TPCT
2021-03-23 05:54:02,豫RN6198,进场,177DPPPPXMNN1214,FCIU3585326,MSCALIYA,FY112A,20,GP,重,FX16355093,代集港,现结,鑫启航,13920654226,孙立军,,,,,,,,B8,,,,,,进场,,,,否,,,否,TPCT
2021-03-23 05:53:09,豫RN6198,进场,177DPPPPXMNN1214,MEDU6292936,MSCALIYA,FY112A,20,GP,重,FX16355094,代集港,现结,鑫启航,13920654226,孙立军,,,,,,,,B8,,,,,,进场,,,,否,,,否,TPCT
2021-03-23 05:49:38,津CB6376,进场,177DPPPPXMNN1214,CAIU2898713,MSCALIYA,FY112A,20,GP,重,FX16355049,代集港,现结,鑫启航,13920654226,孙立军,,,,,,,,B5,,,,,,进场,,,,否,,,否,TPCT
2021-03-23 05:48:46,津CB6376,进场,177DPPPPXMNN1214,MEDU5821038,MSCALIYA,FY112A,20,GP,重,FX16355048,代集港,现结,鑫启航,13920654226,孙立军,,,,,,,,B5,,,,,,进场,,,,否,,,否,TPCT
2021-03-23 05:45:25,津CC0919 ,进场,177DPPPPXMNN1214,FCIU2920899,MSCALIYA,FY112A,20,GP,重,FX16355135,代集港,现结,鑫启航,13920654226,孙立军,,,,,,,,B5,,,,,,进场,,,,否,,,否,TPCT
2021-03-23 05:44:26,津CC0919,进场,177DPPPPXMNN1214,MEDU6604736,MSCALIYA,FY112A,20,GP,重,FX16355136,代集港,现结,鑫启航,13920654226,孙立军,,,,,,,,B5,,,,,,进场,,,,否,,,否,TPCT
2021-03-23 05:41:54,豫RF3968,进场,177DPPPPXMNN1214,CRSU1476240,MSCALIYA,FY112A,20,GP,重,FX16355097,代集港,现结,鑫启航,13920654226,孙立军,,,,,,,,B5,,,,,,进场,,,,否,,,否,TPCT
2021-03-23 05:40:57,豫RF3968,进场,177DPPPPXMNN1214,DFSU2703747,MSCALIYA,FY112A,20,GP,重,FX16355096,代集港,现结,鑫启航,13920654226,孙立军,,,,,,,,B5,,,,,,进场,,,,否,,,否,TPCT
2021-03-23 05:34:07,津AW6893,进场,1TSN007044,SUDU7523450,MAERSKHUACHO,112W,20,GP,重,CN1698198,代集港,现结,13821007014,,孙立军,,,,,,,,5,,,,,,进场,,,,否,,,否,TPCT
2021-03-23 05:11:39,冀D8L070,进场,COSU6295019830,FFAU2372099,COSCOSHIPPINGTAURUS,016W,40,HC,重,P802347,代集港,月结,箱信,,孙立军,,,,,,,,408,,,,,,进场,,,,否,,,否,TPCT
2021-03-23 05:09:06,津C11536,进场,1TSN005732,GLDU5576108,MAERSKHUACHO,112W,20,GP,重,CN1670786,代集港,月结,箱信,,孙立军,,,,,,,,5,,,,,,进场,,,,否,,,否,TPCT
2021-03-23 05:07:23,津C11536,进场,1TSN005732,MSKU5688020,MAERSKHUACHO,112W,20,GP,重,CN1670784,代集港,月结,箱信,,孙立军,,,,,,,,5,,,,,,进场,,,,否,,,否,TPCT
2021-03-23 02:20:27,津C85573,进场,141100406797,EITU1122959,COSCOSHIPPINGGEMINI,015W,40,HC,重,EMCMNK5010,代集港,月结,箱信,,孙立军,,,,,,,,449,,,,,,进场,,,,否,,,否,TPCT
2021-03-23 02:17:24,津CB3019,进场,141100406797,EISU8270091,COSCOSHIPPINGGEMINI,015W,40,HC,重,EMCMNK5240,代集港,月结,箱信,,孙立军,,,,,,,,449,,,,,,进场,,,,否,,,否,TPCT
2021-03-23 02:11:10,津C97329,进场,COSU6295512910,DFOU6142655,COSCOSHIPPINGTAURUS,016W,40,RH,重,R081947,代集港,现结,18722077716,,孙立军,,,,,,,,408,,,,,,进场,,,,否,,,否,TPCT
2021-03-23 00:13:42,冀A1482C,进场,141100366493,BMOU5450363,EVERBEADY,046S,40,HC,重,EMCMNP3120,代集港,月结,箱信,,孙立军,,,,,,,,412,,,,,,进场,,,,否,,,否,TPCT
2021-03-22 23:08:24,津CC7527,进场,COSU6295502520,TCNU8715475,COSCOSHIPPINGTAURUS,016W,40,HQ,重,R055261,代集港,现结,艾博瑞,17502222870,孙立军,,,,,,,,408,,,,,,进场,,,,否,,,否,TPCT
2021-03-22 23:00:24,津AW6216,进场,141100346140,BEAU4540576,COSCOSHIPPINGTAURUS,016W,40,HC,重,EMCMNK6300,代集港,现结,13389915299,,孙立军,,,,,,,,408,,,,,,进场,,,,否,,,否,TPCT
2021-03-22 22:58:05,津AW7569,进场,177UVBWYXMNN1203,MEDU7241893,MSCALIYA,FY112A,40,HC,重,FX16400861,代集港,现结,金华南,13633339587,孙立军,,,,,,,,414,,,,,,进场,,,,否,,,否,TPCT
